id,name,address,city,latitude,longitude,amount,customers
576,Joey's Check Cashing,14610 Hillside Ave,Jamaica,40.705364,-73.810059,990962.33,3627
577,Coqui Check Cashing,14443 Farmers Blvd,Jamaica,40.666506,-73.766875,887388.22,4849
578,Whitestone Check Cashing,14412 Northern Blvd,Flushing,40.764657,-73.822698,213480.07,9487
579,Cash It Corp,14302 Lakewood Ave,Jamaica,40.688606,-73.804146,458668.76,4840
580,Check Busters,14219 Rockaway Blvd,Jamaica,40.67429,-73.79818,574420.57,790
581,Money Centers,13817 Queens Blvd,Jamaica,40.704485,-73.815934,802966.05,4473
582,J T S Check Cashing,13810 Farmers Blvd,Jamaica,40.672486,-73.764206,779432.33,2030
583,SMJ Service Inc,13511 Northern Blvd,Flushing,40.763245,-73.832863,395604.97,3698
584,Van Wyck Check Cashing Corp,13508 Jamaica Ave,Jamaica,40.702377,-73.817262,172269.39,1840
585,Inner City Check Cashing,13507 Liberty Ave,Jamaica,40.691925,-73.811653,969492.88,1374
586,Prince Check Cashing Corp,13503 Roosevelt Ave,Flushing,40.759224,-73.831818,915749.78,289
587,Belair Payroll Svc Inc,13410 Guy R Brewer Blvd #,Jamaica,40.672959,-73.775747,606417.11,4676
588,Fulton Max Intl,13331 39th Ave,Flushing,40.759563,-73.833725,902671.16,9883
589,Whitestone Check Cashing,13133 31st Ave,Flushing,40.769482,-73.837685,783782.48,7745
590,ABRS Check Cashing Corp,1271 Ralph Ave,Flushing,40.772608,-73.747203,21630.96,8656
591,Check Busters Financial Svc,12703 Merrick Blvd,Jamaica,40.681674,-73.765439,250768.64,6994
592,Bfc Check Cashing,12701 Rockaway Blvd,South Ozone Pa,40.675287,-73.810708,542118.26,445
593,Atn Atm Check Cashing Corp,12211 Guy R Brewer Blvd #,Jamaica,40.678786,-73.779735,80003.91,2307
594,Cash Business Marketing,12205 Merrick Blvd,Jamaica,40.68394,-73.769348,875590.14,9498
595,College Point Check Cashing,12036 Queens Blvd # A,Jamaica,40.713328,-73.829015,866232.98,2317
596,Cash Business Marketing ATM,12020 Merrick Blvd,Jamaica,40.683723,-73.77021,906139.24,2468
597,M & M Cash,11902 Sutphin Blvd,Jamaica,40.679192,-73.792015,516737.36,5928
598,Baisley Money Market Inc,11707 Guy R Brewer Blvd,Jamaica,40.684101,-73.782562,703031.04,4002
599,Map Advance Svc LLC,11433 199th St,St Albans,40.698891,-73.754875,583146.54,6243
600,Cash It Corp,11425 Farmers Blvd,Jamaica,40.697313,-73.761698,980788.18,8508
601,Alivad Associates Inc,11417 Rockaway Beach Blvd,Far Rockaway,40.580151,-73.835822,798559.76,9089
602,JTSLLC,11408 Merrick Blvd,Jamaica,40.691303,-73.779289,976433.62,1492
603,Check N Balance,11331 209th St,Queens Village,40.702827,-73.745857,110905.14,222
604,Atn Check Cashing Corp,11303 Sutphin Blvd,Jamaica,40.686924,-73.793983,328044.63,4449
605,Check Cashing Store Inc,11128 Springfield Blvd,Jamaica,40.70601,-73.739673,889603.17,8147
606,Check Cashing Store,11124 Roosevelt Ave # A,Corona,40.751637,-73.854805,459560.79,6074
607,Metro Tech Check Cashing,1109 Cypress Ave,Ridgewood,40.696175,-73.899391,90258.72,4848
608,123 Community Check Cash Inc,10929 Farmers Blvd,St Albans,40.703213,-73.766319,462653.24,9015
609,Cash It Corp,10902 101st Ave,Jamaica,40.687431,-73.834198,455578.37,4476
610,Check Busters Financial Svc,10808 Guy R Brewer Blvd,Jamaica,40.696194,-73.791344,385814.94,3277
611,PLS Check Cashers,10522 Northern Blvd,Flushing,40.757492,-73.862877,569534.83,9881
612,Cross Bay Check Cashing Corp,10516 Crossbay Blvd,Ozone Park,40.679718,-73.844955,645949.11,3393
613,Continental Check Cashing,10402 Northern Blvd,Corona,40.757412,-73.864441,127965.39,9498
614,Fast Cash Enterprise,10402 Jamaica Ave,Jamaica,40.694988,-73.843185,283599.65,3309
615,Pay-O-Matic,10226 Atlantic Ave,Jamaica,40.690048,-73.841715,952833.44,5781
616,Pay-O-Matic,10210 Roosevelt Ave,Corona,40.749584,-73.863617,189985.72,3095
617,Prima Check Cashing Inc,1 Central Terminal Area,Jamaica,40.652756,-73.812765,372297.01,147
618,Avenue D Check Cashing Corp,99 Avenue C # 2,New York,40.724001,-73.979252,223246.78,8764
619,Madison St James Check Cashi,99 Avenue C # 1,New York,40.724001,-73.979252,111279.95,9720
620,Mvmc Pussy Cat Bar,96 Greenwich St,New York,40.708202,-74.013767,754604.79,5162
621,NYC Check Express,946 2nd Ave,New York,40.754972,-73.968377,167800.47,2856
622,Pay-O-Matic,94 8th Ave,New York,40.740078,-74.001919,733089.52,2087
623,CMA Ny Payment Ctr,93 Nassau St # 1,New York,40.710265,-74.007803,182854.71,5753
624,Pay-O-Matic,926 Columbus Ave # 1,New York,40.798974,-73.963409,256627.84,4014
625,Esther Check Cashing Inc,91 Pinehurst Ave,New York,40.85104,-73.939226,432885.89,2177
626,Fone Cash,90 Park Ave,New York,40.750669,-73.979255,852838.9,1652
627,Fast Cash USA Inc,9 Maiden Ln,New York,40.709644,-74.009262,798954.67,6427
628,David's Check Cashing,89 E 116th St,New York,40.799779,-73.943795,804192.23,9559
629,Atm Cash Express,89 Avenue A,New York,40.725482,-73.984309,330279.99,5385
630,Vic's Check Cashing Corp,885 10th Ave # 2,New York,40.769727,-73.988496,55377.58,3376
631,National Money Mart,875 3rd Ave,New York,40.757218,-73.969176,10878.78,1923
632,Fast Cash,86 W Broadway # 1,New York,40.714968,-74.009721,455204.31,5864
633,Max Cash Corp,83 2nd Ave,New York,40.726767,-73.989394,117485.65,2943
634,Greeley Square Check Cashing,827 Avenue Of The America,New York,40.746546,-73.990443,630991.27,2324
635,West Side Check Cashing,826 10th Ave,New York,40.767541,-73.989281,736318.92,1877
636,Liberty Check Cashing Inc,80 Lafayette St # 1,New York,40.717058,-74.001849,166672.48,3800
637,Vina Express Corp Anthony,80 5th Ave # 1104,New York,40.735937,-73.994086,351435.85,9104
638,Chambers Street Check Cashin,79 Chambers St,New York,40.714688,-74.006683,550822.41,8222
639,Pay-O-Matic,763 9th Ave # 2,New York,40.764439,-73.988649,331006.25,8872
640,Atm Cash Express Inc,736 7th Ave,New York,40.76036,-73.983894,994492.25,6155
641,G & R Check Cashing Corp Ix,73 4th Ave,New York,40.731446,-73.990276,979370.07,7800
642,Park Check Cashers Inc,728 Amsterdam Ave,New York,40.793865,-73.970916,97042.44,3498
643,Fast Cash,721 2nd Ave,New York,40.747801,-73.973737,498861.59,7733
644,NYC Check Express Inc,72 Warren St,New York,40.715115,-74.009924,710651.04,6495
645,Guardian Cash Fund Inc,7 Hanover Sq # 19-C,New York,40.704065,-74.009602,845049.26,5615
646,Fast Cash USA Inc,69 1st Ave,New York,40.725509,-73.987282,756700.79,8351
647,Fifth Seventy Seven Inc,648 5th Ave,New York,40.765788,-73.984648,424990.78,7495
648,10th Avenue Check Cashing Co,644 10th Ave # 1,New York,40.761749,-73.993609,218121.26,7496
649,Cash & Flash,642 Lexington Ave,New York,40.759305,-73.970379,928033.2,5722
650,Lazer Check Cashing Corp,637 W 50th St,New York,40.766799,-73.996215,943208.53,6453
651,Division Investments Cash Mg,633 3rd Ave,New York,40.749548,-73.974661,258714.37,6700
652,Popular Cash Express Inc,615 W 181st St,New York,40.84971,-73.93454,322260.79,7101
653,Freeman Check Cashing Inc,608 W 149th St,New York,40.828992,-73.949425,429349.88,2469
654,Lehman Brothers Instnl,605 3rd Ave # 2,New York,40.749155,-73.975571,426174.68,67
655,Pay-O-Matic,590 8th Ave,New York,40.755135,-73.991269,498737.79,6176
656,Cashzone Check Cashing,59 W 8th St # 2,New York,40.733547,-73.998949,43501.36,7736
657,Cyber Cash,575 Lexington Ave,New York,40.757169,-73.971258,855252.02,4738
658,Atm Cash Express Inc,572 9th Ave,New York,40.758089,-73.992594,686391.31,4229
659,Rite Check,571 W 125th St,New York,40.815506,-73.957969,950135.89,8675
660,Money Centers,57 Pitt St # 1,New York,40.717765,-73.983094,505377.21,7726
661,Km Cash Flow LLC,562 W 164th St # 24,New York,40.838104,-73.941045,971835.84,3869
662,Veil Check Cashing Corp,554 W 181st St,New York,40.848861,-73.933007,830073.61,2991
663,Pay-O-Matic,551 Columbus Ave,New York,40.786699,-73.971942,92300.94,9456
664,Pay-O-Matic,543 Columbus Ave,New York,40.786465,-73.97211,190643.58,9354
665,O C Glass Jr Check Cashing,539 Malcolm X Blvd # 1,New York,40.815807,-73.940082,416921.2,5122
666,Euro Cash,535 W 34th St,New York,40.755378,-74.000925,875087.08,6188
667,Campo Arthur,516 W 188th St,New York,40.852671,-73.928712,624331.88,8545
668,Pay-O-Matic,514 W 207th St,New York,40.864985,-73.919549,828359.29,2092
669,Pay-O-Matic,50 Spring St,New York,40.721839,-73.996581,124243.6,1885
670,Cash Markets Group,50 Broad St,New York,40.705733,-74.011866,279848.99,2983
671,5 E 41st St Check Cashing Co,5 E 41st St # 1,New York,40.749024,-73.972419,313155.57,7594
672,Pay-O-Matic,4984 Broadway,New York,40.868212,-73.919223,413251.75,503
673,Quick Cash Inc,494 Audubon Ave,New York,40.854283,-73.928654,467432.24,9985
674,AIM Cash Express Inc,480 9th Ave,New York,40.755029,-73.994752,894552.37,3164
675,Castle Check Cashing Corp,4764 Broadway,New York,40.865608,-73.926912,176750.97,233
676,Apex Advance LLC,475 Park Ave,New York,40.761923,-73.970048,695281.5,9237
677,Franklin Check Cashing Corp,473 Malcolm X Blvd # 1,New York,40.813405,-73.941909,923495.11,7845
678,BRG Check Cashing Inc,470 Amsterdam Ave,New York,40.785467,-73.976707,824249.61,3371
679,ATM Cash Express,4520 Broadway,New York,40.858337,-73.931441,929279.95,8033
680,Check Cashing Place,4459 Broadway,New York,40.857142,-73.932482,189571.48,9836
681,Americash,42 W 48th St,New York,40.757917,-73.980224,96167.67,3764
682,Castle Check Cashing Corp,4186 Broadway # 1,New York,40.847976,-73.937551,649849.24,9573
683,G & R Check Cashing Corp,40 E 33rd St,New York,40.746564,-73.9823,887532.72,5102
684,Fast Cash USA Inc,386 Canal St,New York,40.721506,-74.004918,671105.07,7566
685,Assets Cash Trust,380 Madison Ave,New York,40.755687,-73.97723,462605.95,8420
686,NYC Check Express,38 E 23rd St,New York,40.740381,-73.987479,631067.58,8841
687,Castle Check Cashing Corp,3776 Broadway,New York,40.833883,-73.944827,194295.86,867
688,Min Cash,377 Canal St,New York,40.719753,-74.003344,150421.53,8272
689,G & R Check Cashing,37 W 43rd St,New York,40.756636,-73.986401,826593.11,4950
690,Pay-O-Matic,3657 Broadway # 3,New York,40.83023,-73.948019,689738.72,4971
691,G & R Check Cashing,365 7th Ave # 1,New York,40.748653,-73.992269,310121.59,7302
692,Check Cashing By EGI,365 1st Ave,New York,40.735964,-73.979611,939565.15,8442
693,P R Check Cashing,362 W 110th St,New York,40.801469,-73.960652,63816.71,446
694,Freeman Check Cashing,361 Canal St,New York,40.721175,-74.003914,203515.99,4575
695,Cash Zone,36 W 44th St,New York,40.755177,-73.9822,975726.83,7835
696,Uneeda Check Cashing Inc,356 W 145th St,New York,40.823717,-73.944128,130744.46,6030
697,Atm Cash Express,354 Malcolm X Blvd,New York,40.809607,-73.94399,47765.61,1171
698,ATM Cash Express Inc,350 W 14th St,New York,40.740444,-74.004895,917666.56,296
699,St Lolly Intl Inc,350 5th Ave,New York,40.748419,-73.984632,392840.09,5252
700,Check Cashing Corp,35 E 32nd St,New York,40.74635,-73.983054,514746.82,668
701,Pay-O-Matic,3433 Broadway,New York,40.823202,-73.953001,306461.62,3805
702,Freeman Check Cashing,3426 Broadway,New York,40.822775,-73.952923,36335.93,8883
703,Pay-O-Matic,3352 Broadway,New York,40.820374,-73.954678,79406.1,7048
704,Freeman Check Cashing Inc,3346 Broadway,New York,40.820238,-73.954777,678110.68,6522
705,Cash In Time LLC,325 Broadway # 402,New York,40.716177,-74.005007,567040.14,1344
706,Veil Check Cashing Corp,319 Audubon Ave,New York,40.848873,-73.932174,232446.93,1837
707,318 3rd Ave Check Cashing Co,318 3rd Ave,New York,40.739521,-73.982991,9005.38,9919
708,In Advance LLC,312 W 90th St # 3a,New York,40.791577,-73.976867,119217.48,3491
709,Check Cashing Place,302 Malcolm X Blvd,New York,40.807812,-73.94528,893265.92,646
710,E G I Check Cashing Corp,302 E 19th St,New York,40.735207,-73.982439,799887,8658
711,G & R Check Cashing,300 W 44th St,New York,40.758495,-73.988878,463063.44,3952
712,"Albert, Joseph",300 E 5th St,New York,40.726739,-73.989016,515887.54,2120
713,Duo Cash,3 W Broadway,New York,40.71449,-74.008717,634449.09,7440
714,David's Check Cashing Inc,3 E 125th St,New York,40.806409,-73.942135,237195.58,886
715,Pay-O-Matic,295 Church St # A,New York,40.719113,-74.004342,150004.56,8486
716,Rico Check Cashing Corp,290 Malcolm X Blvd,New York,40.807393,-73.945298,450258.66,2674
717,Davids Check Cashing,2802 Frederick Douglass B,New York,40.825661,-73.939393,743875.85,3553
718,Case Cash Now,280 Madison Ave # 808,New York,40.751437,-73.980343,344670.39,733
719,Cash In Flash,28 W 33rd St,New York,40.748191,-73.986166,118356.03,7795
720,Uneeda Check Cashing Inc,2664 Broadway,New York,40.797976,-73.969162,808635.39,7125
721,Karon Check Cashing Inc,261 W 109th St,New York,40.803504,-73.966863,618173.82,2879
722,Merchants Cash LLC,261 Madison Ave # 1502,New York,40.750424,-73.980623,405815.73,6916
723,Rite Check Cashing Inc,2602 Frederick Douglass B,New York,40.81877,-73.944828,353808.72,8636
724,Rite Check Cashing Inc,2500 Frederick Douglass B,New York,40.815499,-73.94692,774427.62,2532
725,Rite Check Cashing Inc,2500 Adam C Powell Jr Blv,New York,40.821973,-73.939337,617636,636
726,Rite Check,2500 7 Av,New York,40.821973,-73.939337,327752.05,867
727,POM-Clb Check Cashing Corp,250 E Houston St # 250,New York,40.722075,-73.984757,960432.3,5430
728,Fast Cash USA Inc,250 Broome St,New York,40.718171,-73.989696,114742.9,6435
729,Pay-O-Matic,249 Eldridge St # 2,New York,40.72309,-73.989521,262305.13,9097
730,Mt Vernon Money Ctr,246 E 14th St,New York,40.732521,-73.985484,73206.25,1764
731,Coney Island Payroll,245 W 29th St # 1,New York,40.748583,-73.99453,221714.44,8635
732,Cash Markets Group,240 W 35th St,New York,40.752109,-73.991831,455601.23,2772
733,Aquarius Check Cashing Svc,24 John St,New York,40.709565,-74.008812,975616.72,2867
734,Max Cash Corp,24 1st Ave,New York,40.72356,-73.987836,144081.82,8471
735,Freeman Check Cashing,2351 2nd Ave # 2,New York,40.800039,-73.935951,951110.02,1222
736,Pay-O-Matic,2351 2nd Ave,New York,40.800039,-73.935951,438409.47,1148
737,Rite Check Cashing Inc,2338 Frederick Douglass B,New York,40.81042,-73.950571,453486.69,4177
738,Checklot Service Ctr Inc,233 Broadway # 2374,New York,40.71228,-74.008422,224186.51,2543
739,APL Check Cashing LLC,2326 Amsterdam Ave,New York,40.844781,-73.933404,529614.93,1832
740,Regina Check Cashing Corp,228 E 14th St,New York,40.732579,-73.986225,211247.81,9272
741,Franklin Check Cashing Corp,228 Avenue B # 2,New York,40.729302,-73.978494,555895.55,8616
742,ATM Cash Express,2268 Frederick Douglass B,New York,40.807885,-73.952417,485757.73,1028
743,Uneeda Check Cashing Inc,2254 1st Ave,New York,40.795723,-73.9352,987545.82,5687
744,Quick Cash-First Avenue & 11,2244 1st Ave,New York,40.795436,-73.93545,475399.91,8837
745,United Check Cashing,224 Varick St,New York,40.729076,-74.005004,54746.32,7039
746,Pay-O-Matic,224 8th Ave # C,New York,40.744152,-73.998872,160302.72,9110
747,Value Line Cash Fund Inc,220 E 42nd St # 6,New York,40.749766,-73.973186,964033.71,151
748,Pay-O-Matic,2168 2nd Ave,New York,40.793992,-73.939669,725998.49,7252
749,Cash Edge Inc,215 Park Ave S # 1300,New York,40.736796,-73.988339,282706.1,6027
750,H Casher & Assoc,211 E 70th St,New York,40.768393,-73.960501,626030.19,7436
751,Chase Cashing Ctr Inc,209 Audubon Ave,New York,40.849006,-73.935093,211964,8990
752,Franklin Check Cashing Corp,2081 Lexington Ave,New York,40.804647,-73.93716,693771.24,9716
753,Check Spring Financial Svc,2049 Frederick Douglass B,New York,40.801456,-73.957902,834718.38,4787
754,PLS Check Cashers,2040 Amsterdam Ave # 1,New York,40.835642,-73.940394,612389.41,4043
755,Atm Cash Express,204 Avenue A,New York,40.729362,-73.980751,425905.4,9490
756,Cfsc,2033 2nd Ave,New York,40.789797,-73.943461,549946.64,6832
757,Armat Limited,203 W 28th St,New York,40.747355,-73.993508,584776.07,8330
758,Mt Vernon Money Ctr,203 E 115th St,New York,40.797232,-73.939952,82181.42,7245
759,Max Cash Corp,201 Avenue A,New York,40.729481,-73.981328,893367.74,8697
760,Lazer Check Cashing,200 W 20th St # 105,New York,40.742191,-73.997033,243206.79,6133
761,Pay-O-Matic,200 W 14th St # 5,New York,40.738518,-73.999713,336804.98,3422
762,Dreyfus Cash Mgmt Plus Inc,200 Park Ave # 7east,New York,40.753479,-73.977111,262761.6,8962
763,A & A Check Cashing Corp,1969 A C Powell Blvd,New York,40.80271,-73.953022,701352.68,5656
764,College Point Check Cashing,1942 1st Ave,New York,40.787669,-73.941432,278195.01,6338
765,ATM Cash Express Inc,1924 2nd Ave,New York,40.786256,-73.945146,296558.82,7576
766,P R Check Cashing Inc,1901 Lexington Ave # 5,New York,40.79999,-73.940557,811080.03,8599
767,Cfsc,1869 2nd Ave # 1,New York,40.784653,-73.947205,6184.22,2152
768,Egi Check Cashing Corp,183 Broadway,New York,40.710288,-74.009947,484551.55,991
769,Uneeda Check Cashing Inc,1796 Lexington Ave,New York,40.795753,-73.94379,470447.92,2664
770,Fast Cash USA Inc,179 2nd Ave,New York,40.730618,-73.986256,12310.03,1992
771,"Cash, Bradley MD",1760 3rd Ave,New York,40.786364,-73.948531,793656.52,1805
772,Popular Cash Express,175 Dyckman St,New York,40.864194,-73.925983,90453.83,5528
773,Prima Check Cashing Corp,1740 1st Ave,New York,40.779399,-73.947138,369575.15,7675
774,KHL Inc,170 1st Ave # 2,New York,40.728933,-73.98396,890640.98,2461
775,Karbill Check Cashing,167 E 87th St # 1,New York,40.780065,-73.954253,30591.65,4739
776,Uneeda Check Cashing Inc,1629 Lexington Ave,New York,40.790159,-73.947742,947451.2,3575
777,Noble Checks,1609 47th St,New York,40.760176,-73.973862,795850.71,3755
778,Check Busters Financial Svc,158 E 45th St,New York,40.752709,-73.973193,294590.62,3312
779,Franklin Check Cashing Corp,1577 Saint Nicholas Ave #,New York,40.854441,-73.930054,234134.29,16
780,Easy Cash Corp,156 W 56th St # 12,New York,40.764566,-73.979996,514518.27,6636
781,College Point Check Cashing,1546 Madison Ave,New York,40.79277,-73.950384,859237.29,8428
782,Church Street Check Cashing,152 E Broadway,New York,40.714186,-73.990844,843212.84,7515
783,Regina Check Cashing Corp,1459 Amsterdam Ave # 1,New York,40.816845,-73.953397,309082.03,8815
784,Uneeda Check Cashing,1436 Lexington Ave # 1,New York,40.784404,-73.952294,105722.1,8139
785,C R Check Cashing,140 W 55th St,New York,40.763529,-73.979935,952967.8,1496
786,Cash Zone Check Cashing Corp,140 W 36th St,New York,40.751597,-73.988677,907368.1,1306
787,Metro Cash Card,1350 Avenue Of The Americ,New York,40.762653,-73.977846,54991.7,3781
788,Fast Cash,1348 Amsterdam Ave # A,New York,40.813823,-73.956013,738247.47,3128
789,Merchant Services,132 W 31st St # 13,New York,40.748188,-73.990781,740236.15,1975
790,Uneeda Check Cashing Inc,1316 5th Ave # 2,New York,40.797472,-73.949171,912021.18,6018
791,5 E 41st St Check Cashing Co,128 E 29th St,New York,40.743294,-73.982355,573704.23,1113
792,Fast Cash USA,128 10th Ave,New York,40.744429,-74.00618,803594.34,8776
793,Metropolitan Checks Cashing,1264 Amsterdam Ave # 2,New York,40.811055,-73.958453,417533.46,4173
794,G & R Check Cashing Corp,124 W 42nd St,New York,40.758052,-73.981746,425688.03,5275
795,Argo Check Cashing Corp,124 W 18th St # 1,New York,40.740147,-73.996162,278183.14,3444
796,Lazer Check Cashing,122 9th Ave,New York,40.743209,-74.003655,502390.24,7101
797,Money Centers Check Cashing,115 W 23rd St,New York,40.743386,-73.9932,810919.66,4141
798,Money Centers,115 Essex St # 1,New York,40.719528,-73.988052,965408.08,4394
799,Quick Cash Of Dyckman,113 Dyckman St,New York,40.862083,-73.925,854579.86,4186
800,Church Street Check Cashing,112 Duane St # B,New York,40.715669,-74.006476,584639.64,3181
801,Pay-O-Matic,111 2nd Ave,New York,40.727731,-73.988355,514684.37,8444
802,David's Check Cashing Inc,110 W 116th St # 1,New York,40.802104,-73.950631,652247.32,1440
803,Cash Zone Check Cashing,11 W 46th St,New York,40.756551,-73.979711,4811.92,1438
804,G & R Check Cashing Corp,11 W 46th St,New York,40.756551,-73.979711,352813.98,9155
805,Fast Cash Enterprise,107 Malcolm X Blvd,New York,40.801592,-73.950151,202596.08,660
806,Check Cashing By Egi,106 Greenwich St,New York,40.708544,-74.013651,168238.54,7641
807,Uneeda Check Cashing,1045 Lexington Ave,New York,40.772013,-73.960792,345459.03,326
808,Cash Zone,104 W 43rd St,New York,40.75551,-73.984237,331565.87,2402
809,Cash Edge Inc,104 5th Ave,New York,40.737243,-73.992764,20054.18,2930
810,PLS Check Cashers,102 Dyckman St,New York,40.861696,-73.924887,997997.72,1214
811,Into Tech,101 Avenue Of The America,New York,40.723399,-74.004955,481679.05,286
812,Seligman Cash Management Fun,100 Park Ave # 7,New York,40.751293,-73.978887,224282.46,4576
813,Broadway Check Cashing Svc,1 Lincoln Plz # 19u,New York,40.771581,-73.98148,932615.8,906
814,B R G Check Cashing,,New York,40.786449,-73.968533,329734.32,2003
815,CFSC,,New York,40.751729,-73.984531,649.62,2743
816,Park Check Cashing,,New York,40.796696,-73.97254,11995.85,9083
817,Corporate Cash LLC,100 Saint Marys Ave,Staten Island,40.614563,-74.070724,597364.62,795
818,CFSC,106 Broad St,Staten Island,40.624784,-74.078713,117760.01,5395
819,Dr Fanny Casher,11 Ralph Pl,Staten Island,40.605469,-74.091682,834907.11,9102
820,Bay Street Check Cashing Cor,1169 Bay St,Staten Island,40.614792,-74.066299,231481.34,9537
821,Roberts Cash Flow Business,158 Alaska St,Staten Island,40.635212,-74.120697,585340.56,4010
822,1 Stop Check Cashing Corp,160 Broad St,Staten Island,40.624126,-74.080086,412231.68,2885
823,Si Payment Ctr Check Cashing,1625 Forest Ave,Staten Island,40.625225,-74.142288,252268.52,9739
824,Richmond Ave Check Cashing,1652 Richmond Ave,Staten Island,40.607832,-74.16254,730241.86,9665
825,PLS Check Cashers,169 Port Richmond Ave,Staten Island,40.636973,-74.134045,471820.88,4030
826,Twenty Four Hour Money Mart,1696 Richmond Rd,Staten Island,40.588735,-74.102021,276406.75,5013
827,Check Cashing Place,1730 Richmond Ave,Staten Island,40.606319,-74.162697,294897.73,5096
828,Ara Cash For Gold,1919 Hylan Blvd,Staten Island,40.583019,-74.097046,922328.11,3644
829,Hylan Check Cashing Svc Inc,1919 Hylan Blvd # 4,Staten Island,40.583019,-74.097046,125032.17,4047
830,PLS Check Cashers,202 Bay St,Staten Island,40.637085,-74.076904,302650.83,7613
831,Fortune Check Cashing,2162 Forest Ave,Staten Island,40.626457,-74.161804,511264.4,4206
832,Fortune Check Cashing,2162 Forest Ave,Staten Island,40.626457,-74.161804,191764.64,4420
833,PLS Check Cashers,2234 Forest Ave,Staten Island,40.626767,-74.163411,232445.36,1767
834,Cash On The Spot Inc,2381 Hylan Blvd,Staten Island,40.573128,-74.107582,582256.11,8310
835,Cash On The Spot Inc,2381 Hylan Blvd,Staten Island,40.573128,-74.107582,702817.58,8923
836,Pay-O-Matic,2510 Hylan Blvd,Staten Island,40.570151,-74.109922,144828.18,7466
837,Page Avenue Check Cashing Sv,27 Page Ave,Staten Island,40.523908,-74.234721,205532.09,845
838,Merchant Advance Express Inc,274 Colony Ave,Staten Island,40.572237,-74.092402,302297.11,8907
839,Greenridge Check Cashing Inc,3285 Richmond Ave # E,Staten Island,40.559001,-74.169384,443866.68,1704
840,New Brighton Cash & Carry,392 Jersey St,Staten Island,40.638798,-74.087556,446383.71,2548
841,Brighton Check Cashing,427 Jersey St,Staten Island,40.638039,-74.087189,486355.28,6896
842,PLS Check Cashers,51d Richmond Hill Rd,Staten Island,40.588245,-74.165749,804338.53,910
843,Powerhouse Payment Svc,541 Port Richmond Ave,Staten Island,40.629528,-74.140312,186390.73,8991
844,Crazy Cash,5832 Amboy Rd,Staten Island,40.527471,-74.216286,832813.43,8085
845,Richmond Hill Check Cashing,6 Furness Pl,Staten Island,40.584644,-74.151413,36502.46,9041
846,Cash For Gold,710 Castleton Ave,Staten Island,40.634662,-74.106359,321801.78,6064
847,PLS Check Cashers,770 Port Richmond Ave,Staten Island,40.6255,-74.144348,714152.78,7887
848,One Stop Check Cashing,878 Manor Rd,Staten Island,40.605451,-74.120927,816958.23,1806
849,Fast Cash Inc,91 Guyon Ave,Staten Island,40.565002,-74.127655,406253.53,5927
850,PLS Check Cashers,954 Jewett Ave,Staten Island,40.613032,-74.131034,520282.55,2625
851,Page Ave Check Cashing,960 Bloomingdale Rd,Staten Island,40.549423,-74.221321,251281.07,9869
852,Fast Cash,86 W Broadway # 1,New York,40.714968,-74.009721,502876.04,145
853,Cash Zone,639 Broadway,New York,40.726475,-73.99592,224581.17,7760
854,Money Gram Intl,521 W 181st St,New York,40.848686,-73.932105,215954.62,5903
855,NYC Check Express,38 E 23rd St,New York,40.740381,-73.987479,494044.99,2320
856,PLS Check Cashers,2040 Amsterdam Ave # 1,New York,40.835642,-73.940394,439860.36,6601
857,Cash Zone,140 W 55th St # 1,New York,40.763529,-73.979935,415876.52,5177
